Aamer Hanif,2,11,1993,SRL,Sharjah Stadium   ,ODI,not out      ,17,    ,24,70.83333333,1
Aamer Hanif,29,9,1995,SRL,Jinnah Stadium    ,ODI, DNB,0,    ,0,0,0
Aamer Hanif,1,10,1995,SRL,Iqbal Stadium     ,ODI,b P de Silva ,19,36,23,82.60869565,0
Aamer Hanif,3,10,1995,SRL,Rawalpindi Stadium,ODI,not out      ,36,72,44,81.81818182,1
Aamer Hanif,17,10,1995,SRL,Sharjah Stadium   ,ODI,run out      ,17,44.5,37,45.94594595,0
