 Geoffrey O Rabone,Rabone, Geoffrey O, New Zealand,12,  ,  
 Carl G Rackeman,Rackeman, Carl G, Australia,12,52,  
 Neal V Radford,Radford, Neal V, England,3,6,  
 Clive T Radley,Radley, Clive T, England,8,4,  
 Allan F Rae,Rae, Allan F, West Indies,15,  ,  
 Raees Ahmadzai,Raees Ahmadzai,, Afghanistan,  ,5,8
 Rafiqul Alam,Rafiqul Alam,, Bangladesh,  ,2,  
 Rafiqul Islam,Rafiqul Islam,, Bangladesh,1,1,  
 Suruj Ragoonath,Ragoonath, Suruj, West Indies,2,  ,  
 Ajinkya M Rahane,Rahane, Ajinkya M, India,  ,10,2
 Kanwar Rai Singh,Rai Singh, Kanwar, India,1,  ,  
 Suresh K Raina,Raina, Suresh K, India,15,129,22
 Edward C Rainsford,Rainsford, Edward C, Zimbabwe,  ,39,2
 Rajin Saleh,Rajin Saleh,, Bangladesh,24,43,  
 Rajinder Pal,Rajinder Pal,, India,1,  ,  
 V Rajindernath,Rajindernath, V, India,1,  ,  
 Lalchand S Rajput,Rajput, Lalchand S, India,2,4,  
 Sonny Ramadhin,Ramadhin, Sonny, West Indies,43,  ,  
 Woorkeri V Raman,Raman, Woorkeri V, India,11,27,  
 Champaka P H Ramanayake,Ramanayake, Champaka P H, Sri Lanka,18,62,  
 Cota Ramaswami,Ramaswami, Cota, India,2,  ,  
 Gulabrai S Ramchand,Ramchand, Gulabrai S, India,33,  ,  
 Ryan Ramdass,Ramdass, Ryan, West Indies,1,1,  
 Denesh Ramdin,Ramdin, Denesh, West Indies,42,84,23
 Rameez Raja,Rameez Raja,, Pakistan,  ,  ,2
 Sadagopan Ramesh,Ramesh, Sadagopan, India,19,24,  
 Ramiz Raja,Ramiz Raja,, Pakistan,57,198,  
 Ladha Ramji,Ramji, Ladha, India,1,  ,  
 Dinanath Ramnarine,Ramnarine, Dinanath, West Indies,12,4,  
 Ravi Rampaul,Rampaul, Ravi, West Indies,12,62,11
 Mark R Ramprakash,Ramprakash, Mark R, England,52,18,  
 Ramveer Rai,Ramveer Rai,, United Arab Emirates,  ,1,  
 Anura N Ranasinghe,Ranasinghe, Anura N, Sri Lanka,2,9,  
 Sirimewan K Ranasinghe,Ranasinghe, Sirimewan K, Sri Lanka,  ,4,  
 Arjuna Ranatunga,Ranatunga, Arjuna, Sri Lanka,93,269,  
 Dammika Ranatunga,Ranatunga, Dammika, Sri Lanka,2,4,  
 Nishantha Ranatunga,Ranatunga, Nishantha, Sri Lanka,  ,2,  
 Sanjeeva Ranatunga,Ranatunga, Sanjeeva, Sri Lanka,9,13,  
 Ujesh Ranchod,Ranchod, Ujesh, Zimbabwe,1,3,  
 Derek W Randall,Randall, Derek W, England,47,49,  
 Randhir Singh,Randhir Singh,, India,  ,2,  
 Suraj Randiv,Randiv, Suraj, Sri Lanka,6,28,7
 Commandur R Rangachari,Rangachari, Commandur R, India,4,  ,  
