 Edward L A'Beckett,A'Beckett, Edward L, Australia,4,  ,  
 Aamer Hameed,Aamer Hameed,, Pakistan,  ,2,  
 Aamer Hanif,Aamer Hanif,, Pakistan,  ,5,  
 Aamer Malik,Aamer Malik,, Pakistan,14,24,  
 Aamir Nazir,Aamir Nazir,, Pakistan,6,9,  
 Aamir Sohail,Aamir Sohail,, Pakistan,47,156,  
 Aaqib Javed,Aaqib Javed,, Pakistan,22,163,  
 Varun R Aaron,Aaron, Varun R, India,  ,2,  
 Josephat Ababu,Ababu, Josephat, Kenya,  ,9,  
 Abdul Jabbar,Abdul Jabbar,, Canada,  ,2,  
 Abdul Kadir,Abdul Kadir,, Pakistan,4,  ,  
 Abdul Qadir,Abdul Qadir,, Pakistan,67,104,  
 Abdul Razzaq,Abdul Razzaq,, Pakistan,46,263,26
 Abdul Rehman,Abdul Rehman,, United Arab Emirates,  ,1,  
 Yusuf A Abdulla,Abdulla, Yusuf A, South Africa,  ,  ,2
 Abdullah Mazari,Abdullah Mazari,, Afghanistan,  ,2,  
 Abdur Rauf,Abdur Rauf,, Pakistan,3,4,1
 Abdur Razzak,Abdur Razzak,, Bangladesh,9,126,14
 Abdur Rehman,Abdur Rehman,, Pakistan,10,20,7
 Robert Abel,Abel, Robert, England,13,  ,  
 Syed Abid Ali,Abid Ali, Syed, India,29,5,  
 Shafiek Abrahams,Abrahams, Shafiek, South Africa,  ,1,  
 Charles A Absolom,Absolom, Charles A, England,1,  ,  
 Ellis Achong,Achong, Ellis, West Indies,6,  ,  
 Hylton D Ackerman,Ackerman, Hylton D, South Africa,4,  ,  
 Andre R Adams,Adams, Andre R, New Zealand,1,42,4
 Christopher J Adams,Adams, Christopher J, England,5,5,  
 James C Adams,Adams, James C, West Indies,54,127,  
 Paul R Adams,Adams, Paul R, South Africa,45,24,  
 Neil A T Adcock,Adcock, Neil A T, South Africa,26,  ,  
 Adeel Raja,Adeel Raja,, Netherlands,  ,21,  
 Hemu R Adhikari,Adhikari, Hemu R, India,21,  ,  
 Adnan Akmal,Adnan Akmal,, Pakistan,8,3,  
 Afaq Hussain,Afaq Hussain,, Pakistan,2,  ,  
 Aftab Ahmed,Aftab Ahmed,, Bangladesh,16,85,11
 Aftab Alam,Aftab Alam,, Afghanistan,  ,3,  
 Aftab Baloch,Aftab Baloch,, Pakistan,2,  ,  
 Aftab Gul,Aftab Gul,, Pakistan,6,  ,  
 Usman Afzaal,Afzaal, Usman, England,3,  ,  
 Afzaal Haider,Afzaal Haider,, Hong Kong,  ,4,  
 Rageg G Aga,Aga, Rageg G, Kenya,  ,2,4
 Ajit B Agarkar,Agarkar, Ajit B, India,26,191,3
 Agha Saadat Ali,Agha Saadat Ali,, Pakistan,1,  ,  
 Agha Zahid,Agha Zahid,, Pakistan,1,  ,  
 Jonathan P Agnew,Agnew, Jonathan P, England,3,3,  
 Franklyn S Ahangama,Ahangama, Franklyn S, Sri Lanka,3,1,  
 Ahmed Kamal,Ahmed Kamal,, Bangladesh,  ,1,  
 Ahmed Shah,Ahmed Shah,, Afghanistan,  ,1,  
 Ahmed Shehzad,Ahmed Shehzad,, Pakistan,  ,19,6
 Aijaz Ali,Aijaz Ali,, United States,  ,2,  
 Aizaz Cheema,Aizaz Cheema,, Pakistan,2,4,1
 Ajmal Shahzad,Ajmal Shahzad,, England,1,11,3
 Akhtar Sarfraz,Akhtar Sarfraz,, Pakistan,  ,4,  
 Akram Khan,Akram Khan,, Bangladesh,8,44,  
 Akram Raza,Akram Raza,, Pakistan,9,49,  
 Al Sahariar Rokon,Al Sahariar Rokon,, Bangladesh,15,29,  
 John C Alabaster,Alabaster, John C, New Zealand,21,  ,  
 Alam Talukdar,Alam Talukdar,, Bangladesh,  ,2,  
 Alamgir Kabir,Alamgir Kabir,, Bangladesh,3,  ,  
 Alawi Shukri,Alawi Shukri,, United Arab Emirates,  ,1,  
 Terence M Alderman,Alderman, Terence M, Australia,41,65,  
 Graeme W Aldridge,Aldridge, Graeme W, New Zealand,  ,  ,1
 Franz C M Alexander,Alexander, Franz C M, West Indies,25,  ,  
 George Alexander,Alexander, George, Australia,2,  ,  
 Harry H Alexander,Alexander, Harry H, Australia,1,  ,  
 Rohan P Alexander,Alexander, Rohan P, United States,  ,2,  
 Imtiaz Ali,Ali, Imtiaz, West Indies,1,  ,  
 Inshan Ali,Ali, Inshan, West Indies,12,  ,  
 Rajab W Ali,Ali, Rajab W, Kenya,  ,9,  
 Ali Asad,Ali Asad,, United Arab Emirates,  ,2,  
 Ali Hussain Rizvi,Ali Hussain Rizvi,, Pakistan,1,  ,  
 Alimuddin,Alimuddin,, Pakistan,25,  ,  
 David W Allan,Allan, David W, West Indies,5,  ,  
 Duncan I Allan,Allan, Duncan I, Kenya,  ,2,  
 Francis E Allan,Allan, Francis E, Australia,1,  ,  
 Peter J Allan,Allan, Peter J, Australia,1,  ,  
 Cyril F W Allcott,Allcott, Cyril F W, New Zealand,6,  ,  
 David A Allen,Allen, David A, England,39,  ,  
 George O B Allen,Allen, George O B, England,25,  ,  
 Ian B A Allen,Allen, Ian B A, West Indies,2,  ,  
 Reginald C Allen,Allen, Reginald C, Australia,1,  ,  
 Mark W Alleyne,Alleyne, Mark W, England,  ,10,  
 Michael J D Allingham,Allingham, Michael J D, Scotland,  ,3,  
 Maurice J C Allom,Allom, Maurice J C, England,5,  ,  
 Geoffrey I Allott,Allott, Geoffrey I, New Zealand,10,31,  
 Paul J W Allott,Allott, Paul J W, England,13,13,  
 Alok Kapali,Alok Kapali,, Bangladesh,17,68,6
 Kaushik N Amalean,Amalean, Kaushik N, Sri Lanka,2,8,  
 Ladha Amar Singh,Amar Singh, Ladha, India,7,  ,  
 Lala Amarnath,Amarnath, Lala, India,24,  ,  
 Mohinder Amarnath,Amarnath, Mohinder, India,69,85,  
 Surinder Amarnath,Amarnath, Surinder, India,10,3,  
 Curtly E L Ambrose,Ambrose, Curtly E L, West Indies,98,176,  
 Timothy R Ambrose,Ambrose, Timothy R, England,11,5,1
 Merenna K D I Amerasinghe,Amerasinghe, Merenna K D I, Sri Lanka,1,8,  
 Mudalige J G Amerasinghe,Amerasinghe, Mudalige J G, Sri Lanka,2,  ,  
 Leslie E G Ames,Ames, Leslie E G, England,47,  ,  
 Amin Ali,Amin Ali,, United Arab Emirates,  ,1,  
 Aminul Islam,Aminul Islam,, Bangladesh,13,39,  
 Aminul Islam Jnr,Aminul Islam Jnr,, Bangladesh,  ,1,  
 Amir Elahi,Amir Elahi,, Pakistan,6,  ,  
 Dennis L Amiss,Amiss, Dennis L, England,50,18,  
 Amjad Ali,Amjad Ali,, United Arab Emirates,  ,2,  
 Amjed Javed,Amjed Javed,, United Arab Emirates,  ,1,  
 Hashim M Amla,Amla, Hashim M, South Africa,52,52,5
 Praveen K Amre,Amre, Praveen K, India,11,37,  
 James M Anderson,Anderson, James M, England,63,151,19
 John H Anderson,Anderson, John H, South Africa,1,  ,  
 Robert W Anderson,Anderson, Robert W, New Zealand,9,2,  
 William M Anderson,Anderson, William M, New Zealand,1,  ,  
 Keith V Andrew,Andrew, Keith V, England,2,  ,  
 Bryan Andrews,Andrews, Bryan, New Zealand,2,  ,  
 Thomas J E Andrews,Andrews, Thomas J E, Australia,16,  ,  
 Joseph O Angara,Angara, Joseph O, Kenya,  ,17,  
 Jo Angel,Angel, Jo, Australia,4,3,  
 Anisur Rehman,Anisur Rehman,, Bangladesh,  ,2,  
 Salil A Ankola,Ankola, Salil A, India,1,20,  
 Hamish A G Anthony,Anthony, Hamish A G, West Indies,  ,3,  
 Sangarange D Anurasiri,Anurasiri, Sangarange D, Sri Lanka,18,45,  
 Anwar Ali,Anwar Ali,, Pakistan,  ,  ,1
 Anwar Hossain (2),Anwar Hossain (2),, Bangladesh,1,1,  
 Anwar Hossain Monir,Anwar Hossain Monir,, Bangladesh,3,1,  
 Anwar Hussain,Anwar Hussain,, Pakistan,4,  ,  
 Anwar Khan,Anwar Khan,, Pakistan,1,  ,  
 Gerald J A F Aponso,Aponso, Gerald J A F, Netherlands,  ,5,  
 Robert Appleyard,Appleyard, Robert, England,9,  ,  
 Arvind L Apte,Apte, Arvind L, India,1,  ,  
 Madhav L Apte,Apte, Madhav L, India,7,  ,  
 Alfred G Archer,Archer, Alfred G, England,1,  ,  
 Kenneth A Archer,Archer, Kenneth A, Australia,5,  ,  
 Ronald G Archer,Archer, Ronald G, Australia,19,  ,  
 Arif Butt,Arif Butt,, Pakistan,3,  ,  
 Thomas Armitage,Armitage, Thomas, England,2,  ,  
 Warwick W Armstrong,Armstrong, Warwick W, Australia,50,  ,  
 Brent J Arnel,Arnel, Brent J, New Zealand,5,  ,  
 Edward G Arnold,Arnold, Edward G, England,10,  ,  
 Geoffrey G Arnold,Arnold, Geoffrey G, England,34,14,  
 John Arnold,Arnold, John, England,1,  ,  
 Russel P Arnold,Arnold, Russel P, Sri Lanka,44,180,1
 Kevin J Arnott,Arnott, Kevin J, Zimbabwe,4,13,  
 Arsalan Qadir,Arsalan Qadir,, Canada,  ,  ,1
 Arshad Ali,Arshad Ali,, United Arab Emirates,  ,4,  
 Arshad Ayub,Arshad Ayub,, India,13,32,  
 Arshad Khan,Arshad Khan,, Pakistan,9,58,  
 Arshad Laeeq,Arshad Laeeq,, United Arab Emirates,  ,6,  
 Arshad Pervez,Arshad Pervez,, Pakistan,  ,2,  
 Keith L T Arthurton,Arthurton, Keith L T, West Indies,33,105,  
 Bharathi Arun,Arun, Bharathi, India,2,4,  
 Arun Lal,Arun Lal,, India,16,13,  
