 Steven D Jack,Jack, Steven D, South Africa,2,2,  
 Robin D Jackman,Jackman, Robin D, England,4,15,  
 Archibald A Jackson,Jackson, Archibald A, Australia,8,  ,  
 Francis S Jackson,Jackson, Francis S, England,20,  ,  
 Herbert L Jackson,Jackson, Herbert L, England,2,  ,  
 Ridley D Jacobs,Jacobs, Ridley D, West Indies,65,147,  
 Alaysinhji D Jadeja,Jadeja, Alaysinhji D, India,15,196,  
 Ravindra A Jadeja,Jadeja, Ravindra A, India,  ,43,10
 Wasim Jaffer,Jaffer, Wasim, India,31,2,  
 Amit S Jaggernauth,Jaggernauth, Amit S, West Indies,1,  ,  
 Jahangir Alam,Jahangir Alam,, Bangladesh,  ,3,  
 Mohammed Jahangir Khan,Jahangir Khan, Mohammed, India,4,  ,  
 Jahangir Shah,Jahangir Shah,, Bangladesh,  ,5,  
 Jahurul Islam,Jahurul Islam,, Bangladesh,3,6,1
 Laxmidas P Jai,Jai, Laxmidas P, India,1,  ,  
 Motganhalli L Jaisimha,Jaisimha, Motganhalli L, India,39,  ,  
 Jalaluddin,Jalaluddin,, Pakistan,6,8,  
 Jamaluddin Ahmed,Jamaluddin Ahmed,, Bangladesh,  ,1,  
 Kenneth C James,James, Kenneth C, New Zealand,11,  ,  
 Stephen P James,James, Stephen P, England,2,  ,  
 Wayne Robert James,James, Wayne Robert, Zimbabwe,4,11,  
 John A Jameson,Jameson, John A, England,4,3,  
 Malik A A Jamil,Jamil, Malik A A, Netherlands,  ,3,  
 Rustomji J D Jamshedji,Jamshedji, Rustomji J D, India,1,  ,  
 Floris Jansen,Jansen, Floris, Netherlands,  ,2,  
 Philip A Jaques,Jaques, Philip A, Australia,11,6,  
 Douglas R Jardine,Jardine, Douglas R, England,22,  ,  
 Barrington N Jarman,Jarman, Barrington N, Australia,19,  ,  
 Arthur H Jarvis,Jarvis, Arthur H, Australia,11,  ,  
 Kyle M Jarvis,Jarvis, Kyle M, Zimbabwe,3,13,4
 Malcolm P Jarvis,Jarvis, Malcolm P, Zimbabwe,5,12,  
 Paul W Jarvis,Jarvis, Paul W, England,9,16,  
 Terrence W Jarvis,Jarvis, Terrence W, New Zealand,13,  ,  
 Javed Ahmadi,Javed Ahmadi,, Afghanistan,  ,6,  
 Javed Akhtar,Javed Akhtar,, Pakistan,1,  ,  
 Javed Burki,Javed Burki,, Pakistan,25,  ,  
 Javed Miandad,Javed Miandad,, Pakistan,124,233,  
 Javed Omar,Javed Omar,, Bangladesh,40,59,  
 Javed Qadeer,Javed Qadeer,, Pakistan,  ,1,  
 Jawahir Shah,Jawahir Shah,, East Africa,  ,3,  
 W Saman Jayantha,Jayantha, W Saman, Sri Lanka,  ,17,  
 Kenia Jayantilal,Jayantilal, Kenia, India,1,  ,  
 Pradeep S Jayaprakashdaran,Jayaprakashdaran, Pradeep S, Sri Lanka,  ,1,  
 Rohan S A Jayasekera,Jayasekera, Rohan S A, Sri Lanka,1,2,  
 Chinthaka U Jayasinghe,Jayasinghe, Chinthaka U, Sri Lanka,  ,  ,5
 Sunil A Jayasinghe,Jayasinghe, Sunil A, Sri Lanka,  ,2,  
 Sanath T Jayasuriya,Jayasuriya, Sanath T, Sri Lanka,110,444,31
 D P Mahela Jayawardene,Jayawardene, D P Mahela, Sri Lanka,125,352,35
 H A Prasanna W Jayawardene,Jayawardene, H A Prasanna W, Sri Lanka,43,6,  
 Sridharan Jeganathan,Jeganathan, Sridharan, Sri Lanka,2,5,  
 Roland O Jenkins,Jenkins, Roland O, England,9,  ,  
 Terrence J Jenner,Jenner, Terrence J, Australia,9,1,  
 Claude B Jennings,Jennings, Claude B, Australia,6,  ,  
 Kerry C B Jeremy,Jeremy, Kerry C B, West Indies,  ,6,  
 Jadavji S Jesani,Jesani, Jadavji S, Kenya,  ,  ,1
 Gilbert L Jessop,Jessop, Gilbert L, England,18,  ,  
 Trevor E Jesty,Jesty, Trevor E, England,  ,10,  
 Karun Jethi,Jethi, Karun, Canada,  ,3,5
 Joginder Sharma,Joginder Sharma,, India,  ,4,4
 Vinothen B John,John, Vinothen B, Sri Lanka,6,45,  
 Clement L Johnson,Johnson, Clement L, South Africa,1,  ,  
 David Johnson,Johnson, David, India,2,  ,  
 Hophie H H Johnson,Johnson, Hophie H H, West Indies,3,  ,  
 Howard R Johnson,Johnson, Howard R, United States,  ,2,  
 Ian W Johnson,Johnson, Ian W, Australia,45,  ,  
 Leon R Johnson,Johnson, Leon R, West Indies,  ,3,  
 Leonard J Johnson,Johnson, Leonard J, Australia,1,  ,  
 Mark R Johnson,Johnson, Mark R, United States,  ,2,  
 Mitchell G Johnson,Johnson, Mitchell G, Australia,46,107,28
 Neil C Johnson,Johnson, Neil C, Zimbabwe,13,48,  
 Richard L Johnson,Johnson, Richard L, England,3,10,  
 Tyrell F Johnson,Johnson, Tyrell F, West Indies,1,  ,  
 David T Johnston,Johnston, David T, Ireland,  ,57,15
 William A Johnston,Johnston, William A, Australia,40,  ,  
 Andrew H Jones,Jones, Andrew H, New Zealand,39,87,  
 Arthur O Jones,Jones, Arthur O, England,12,  ,  
 Charles M Jones,Jones, Charles M, West Indies,4,  ,  
 Dean M Jones,Jones, Dean M, Australia,52,164,  
 Ernest Jones,Jones, Ernest, Australia,19,  ,  
 Geraint O Jones,Jones, Geraint O, England,34,49,2
 Ivor J Jones,Jones, Ivor J, England,15,  ,  
 Malachi O Jones,Jones, Malachi O, Bermuda,  ,12,  
 Nigel G Jones,Jones, Nigel G, Ireland,  ,14,1
 Prior E Jones,Jones, Prior E, West Indies,9,  ,  
 Richard A Jones,Jones, Richard A, New Zealand,1,5,  
 Samuel P Jones,Jones, Samuel P, Australia,12,  ,  
