 Khanmohammed C Ibrahim,Ibrahim, Khanmohammed C, India,4,  ,  
 John Iddon,Iddon, John, England,5,  ,  
 Nicholas Ifill,Ifill, Nicholas, Canada,  ,4,  
 Iftikhar Anjum,Iftikhar Anjum,, Pakistan,1,62,2
 Alan P Igglesden,Igglesden, Alan P, England,3,4,  
 Ijaz Ahmed,Ijaz Ahmed,, Pakistan,60,250,  
 Ijaz Ahmed Jr,Ijaz Ahmed Jr,, Pakistan,2,2,  
 Ijaz Butt,Ijaz Butt,, Pakistan,8,  ,  
 Ijaz Faqih,Ijaz Faqih,, Pakistan,5,27,  
 John T Ikin,Ikin, John T, England,18,  ,  
 Raymond Illingworth,Illingworth, Raymond, England,61,3,  
 Richard K Illingworth,Illingworth, Richard K, England,9,25,  
 Mark C Ilott,Ilott, Mark C, England,5,  ,  
 Ilyas Gul,Ilyas Gul,, Hong Kong,  ,2,  
 Imran Abbas,Imran Abbas,, Pakistan,  ,2,  
 Imran Farhat,Imran Farhat,, Pakistan,39,41,5
 Imran Khan,Imran Khan,, Pakistan,88,175,  
 Imran Nazir,Imran Nazir,, Pakistan,8,79,16
 Imran Tahir,Imran Tahir,, South Africa,1,5,  
 Imrul Kayes,Imrul Kayes,, Bangladesh,16,47,3
 Imtiaz Abbasi,Imtiaz Abbasi,, United Arab Emirates,  ,7,  
 Imtiaz Ahmed,Imtiaz Ahmed,, Pakistan,41,  ,  
 Kumar S Indrajitsinhji,Indrajitsinhji, Kumar S, India,4,  ,  
 Colin A Ingram,Ingram, Colin A, South Africa,  ,12,7
 Peter J Ingram ,Ingram , Peter J, New Zealand,2,8,3
 Albert R Innes,Innes, Albert R, South Africa,2,  ,  
 Douglas J Insole,Insole, Douglas J, England,9,  ,  
 Intikhab Alam,Intikhab Alam,, Pakistan,47,4,  
 Robert J Inverarity,Inverarity, Robert J, Australia,6,  ,  
 Inzamam-ul-Haq,Inzamam-ul-Haq,, Pakistan,120,378,1
 Moneeb M Iqbal,Iqbal, Moneeb M, Scotland,  ,10,  
 Tariq Iqbal,Iqbal, Tariq, Kenya,  ,3,  
 Mohammad Iqbal Qasim,Iqbal Qasim, Mohammad, Pakistan,50,15,  
 Iqbal Sikander,Iqbal Sikander,, Pakistan,  ,4,  
 Jahangir K Irani,Irani, Jahangir K, India,2,  ,  
 Ronald C Irani,Irani, Ronald C, England,3,31,  
 Francis A Iredale,Iredale, Francis A, Australia,14,  ,  
 Anthony J Ireland,Ireland, Anthony J, Zimbabwe,  ,26,1
 Irfan Ahmed,Irfan Ahmed,, Hong Kong,  ,2,  
 Irfan Bhatti,Irfan Bhatti,, Pakistan,  ,1,  
 Irfan Fazil,Irfan Fazil,, Pakistan,1,1,  
 Herbert Ironmonger,Ironmonger, Herbert, Australia,14,  ,  
 David E J Ironside,Ironside, David E J, South Africa,3,  ,  
 Brian L Irvine,Irvine, Brian L, South Africa,4,  ,  
 Israr Ali,Israr Ali,, Pakistan,4,  ,  
 John B Iverson,Iverson, John B, Australia,5,  ,  
 Izatullah Dawlatzai,Izatullah Dawlatzai,, Afghanistan,  ,2,  
