 Graeme F Labrooy,Labrooy, Graeme F, Sri Lanka,9,44,  
 Bruce M Laird,Laird, Bruce M, Australia,21,23,  
 James C Laker,Laker, James C, England,46,  ,  
 R A Suranga Lakmal,Lakmal, R A Suranga, Sri Lanka,10,12,2
 Materba K G C P Lakshitha,Lakshitha, Materba K G C P, Sri Lanka,2,7,  
 Lall Singh,Lall Singh,, India,1,  ,  
 S B Lama,Lama, S B, Hong Kong,  ,1,  
 Allan J Lamb,Lamb, Allan J, England,79,122,  
 Gregory A Lamb,Lamb, Gregory A, Zimbabwe,1,15,5
 Raman Lamba,Lamba, Raman, India,4,32,  
 Clayton B Lambert,Lambert, Clayton B, West Indies,5,12,  
 John P R Lamsam,Lamsam, John P R, Hong Kong,  ,2,  
 Herbert R Lance,Lance, Herbert R, South Africa,13,  ,  
 Justin L Langer,Langer, Justin L, Australia,105,8,  
 Charl K Langeveldt,Langeveldt, Charl K, South Africa,6,72,9
 Dave Langford-Smith,Langford-Smith, Dave, Ireland,  ,22,  
 Gilbert R A Langley,Langley, Gilbert R A, Australia,26,  ,  
 James Langridge,Langridge, James, England,8,  ,  
 Arthur B C Langton,Langton, Arthur B C, South Africa,15,  ,  
 Brian C Lara,Lara, Brian C, West Indies,131,299,  
 Wayne Larkins,Larkins, Wayne, England,13,25,  
 Gavin Rolf Larsen,Larsen, Gavin Rolf, New Zealand,8,121,  
 John D F Larter,Larter, John D F, England,10,  ,  
 Harold Larwood,Larwood, Harold, England,21,  ,  
 Patrick D Lashley,Lashley, Patrick D, West Indies,4,  ,  
 Rodney T Latham,Latham, Rodney T, New Zealand,4,33,  
 Mark N Lathwell,Lathwell, Mark N, England,2,  ,  
 Ben Laughlin,Laughlin, Ben, Australia,  ,5,1
 Trevor J Laughlin,Laughlin, Trevor J, Australia,3,6,  
 Frank Laver,Laver, Frank, Australia,15,  ,  
 Stuart G Law,Law, Stuart G, Australia,1,54,  
 David V Lawrence,Lawrence, David V, England,5,1,  
 Godfrey B Lawrence,Lawrence, Godfrey B, South Africa,5,  ,  
 William M Lawry,Lawry, William M, Australia,67,1,  
 Geoffrey F Lawson,Lawson, Geoffrey F, Australia,46,79,  
 Jermaine J C Lawson,Lawson, Jermaine J C, West Indies,13,13,  
 Vangipurappu V S Laxman,Laxman, Vangipurappu V S, India,128,86,  
 Frederick L Le Roux,Le Roux, Frederick L, South Africa,1,  ,  
 Edward Leadbeater,Leadbeater, Edward, England,2,  ,  
 Brett Lee,Lee, Brett, Australia,76,205,21
 Harry W Lee,Lee, Harry W, England,1,  ,  
 Philip K Lee,Lee, Philip K, Australia,2,  ,  
 Shane Lee,Lee, Shane, Australia,  ,45,  
 Walter S Lees,Lees, Walter S, England,5,  ,  
 Warren K Lees,Lees, Warren K, New Zealand,21,31,  
 Roland P Lefebvre,Lefebvre, Roland P, Netherlands,  ,11,  
 Ralph Legall,Legall, Ralph, West Indies,4,  ,  
 Ian B Leggat,Leggat, Ian B, New Zealand,1,  ,  
 John G Leggat,Leggat, John G, New Zealand,9,  ,  
 Geoffrey B Legge,Legge, Geoffrey B, England,5,  ,  
 Darren S Lehmann,Lehmann, Darren S, Australia,27,117,  
 Charles F H Leslie,Leslie, Charles F H, England,4,  ,  
 John K Lever,Lever, John K, England,21,22,  
 Peter Lever,Lever, Peter, England,17,10,  
 Russell D M Leverock,Leverock, Russell D M, Bermuda,  ,32,2
 Henry D G Leveson-Gower,Leveson-Gower, Henry D G, England,3,  ,  
 William H V Levett,Levett, William H V, England,1,  ,  
 Anthony R Lewis,Lewis, Anthony R, England,9,  ,  
 Clairmonte C Lewis,Lewis, Clairmonte C, England,32,53,  
 Desmond M Lewis,Lewis, Desmond M, West Indies,3,  ,  
 Johnathan Lewis,Lewis, Johnathan, England,1,13,2
 Michael L Lewis,Lewis, Michael L, Australia,  ,7,2
 Percy T Lewis,Lewis, Percy T, South Africa,1,  ,  
 Rawl N Lewis,Lewis, Rawl N, West Indies,5,28,1
 Maurice Leyland,Leyland, Maurice, England,41,  ,  
 Liaqat Ali,Liaqat Ali,, Pakistan,5,3,  
 Gerhardus F J Liebenberg,Liebenberg, Gerhardus F J, South Africa,5,4,  
 Dennis K Lillee,Lillee, Dennis K, Australia,70,63,  
 Arthur F A Lilley,Lilley, Arthur F A, England,35,  ,  
 James Lillywhite,Lillywhite, James, England,2,  ,  
 Denis T Lindsay,Lindsay, Denis T, South Africa,19,  ,  
 John D Lindsay,Lindsay, John D, South Africa,3,  ,  
 Neville V Lindsay,Lindsay, Neville V, South Africa,1,  ,  
 Raymond R Lindwall,Lindwall, Raymond R, Australia,61,  ,  
 William V S Ling,Ling, William V S, South Africa,6,  ,  
 Alan F Lissette,Lissette, Alan F, New Zealand,2,  ,  
 Dulip K Liyanage,Liyanage, Dulip K, Sri Lanka,9,16,  
 Charles B Llewellyn,Llewellyn, Charles B, South Africa,15,  ,  
 Clive H Lloyd,Lloyd, Clive H, West Indies,110,87,  
 David Lloyd,Lloyd, David, England,9,8,  
 Graham D Lloyd,Lloyd, Graham D, England,  ,6,  
 Timothy A Lloyd,Lloyd, Timothy A, England,1,3,  
 Peter J Loader,Loader, Peter J, England,13,  ,  
 Alan C I Lock,Lock, Alan C I, Zimbabwe,1,8,  
 Graham A R Lock,Lock, Graham A R, England,49,  ,  
 Douglas R Lockhart,Lockhart, Douglas R, Scotland,  ,14,  
 William H Lockwood,Lockwood, William H, England,12,  ,  
 Augustine L Logie,Logie, Augustine L, West Indies,52,158,  
 George A Lohmann,Lohmann, George A, England,18,  ,  
 Kaushal S Lokuarachchi,Lokuarachchi, Kaushal S, Sri Lanka,4,21,  
 Christopher H Lonsdale,Lonsdale, Christopher H, Bermuda,  ,1,  
 Bernard P Loots,Loots, Bernard P, Netherlands,  ,7,  
 Alexander G R Loudon,Loudon, Alexander G R, England,  ,1,  
 Jan L Louw,Louw, Jan L, Namibia,  ,1,  
 Johann Louw,Louw, Johann, South Africa,  ,3,2
 Hampden S B Love,Love, Hampden S B, Australia,1,  ,  
 James D Love,Love, James D, England,  ,3,  
 Martin L Love,Love, Martin L, Australia,5,  ,  
 Glen R Loveridge,Loveridge, Glen R, New Zealand,1,  ,  
 Thomas C Lowry,Lowry, Thomas C, New Zealand,7,  ,  
 Frank A Lowson,Lowson, Frank A, England,7,  ,  
 Samuel J E Loxton,Loxton, Samuel J E, Australia,12,  ,  
 Malachy B Loye,Loye, Malachy B, England,  ,7,  
 Steven W Lubbers,Lubbers, Steven W, Netherlands,  ,4,  
 Alfred P Lucas,Lucas, Alfred P, England,5,  ,  
 Brian W Luckhurst,Luckhurst, Brian W, England,21,3,  
 Michael J Lumb,Lumb, Michael J, England,  ,  ,8
 Eric B Lundie,Lundie, Eric B, South Africa,1,  ,  
 Alfred S Luseno,Luseno, Alfred S, Kenya,  ,10,  
 Monte A Lynch,Lynch, Monte A, England,  ,3,  
 Nathan M Lyon,Lyon, Nathan M, Australia,4,  ,  
 John J Lyons,Lyons, John J, Australia,14,  ,  
 Ross T Lyons ,Lyons , Ross T, Scotland,  ,25,2
 Alfred Lyttelton,Lyttelton, Alfred, England,4,  ,  
