 Arthur E Fagg,Fagg, Arthur E, England,5,  ,  
 Fahad Alhashmi,Fahad Alhashmi,, United Arab Emirates,  ,2,  
 Fahad Usman,Fahad Usman,, United Arab Emirates,  ,2,  
 Fahim Muntasir,Fahim Muntasir,, Bangladesh,3,3,  
 Neil H Fairbrother,Fairbrother, Neil H, England,10,75,  
 Alan G Fairfax,Fairfax, Alan G, Australia,10,  ,  
 Faisal Athar,Faisal Athar,, Pakistan,  ,1,  
 Faisal Hossain,Faisal Hossain,, Bangladesh,1,6,  
 Faisal Iqbal,Faisal Iqbal,, Pakistan,26,18,  
 Frederick L Fane,Fane, Frederick L, England,14,  ,  
 Farhad Reza,Farhad Reza,, Bangladesh,  ,32,7
 Farhan Adil,Farhan Adil,, Pakistan,1,  ,  
 Abdus S Faridi,Faridi, Abdus S, Canada,  ,3,  
 Kenneth Farnes,Farnes, Kenneth, England,15,  ,  
 Farooq Hamid,Farooq Hamid,, Pakistan,1,  ,  
 William S Farrer,Farrer, William S, South Africa,6,  ,  
 William Farrimond,Farrimond, William, England,4,  ,  
 Farrukh Zaman,Farrukh Zaman,, Pakistan,1,  ,  
 Faruk Ahmed,Faruk Ahmed,, Bangladesh,  ,7,  
 George A Faulkner,Faulkner, George A, South Africa,25,  ,  
 Leslie E Favell,Favell, Leslie E, Australia,19,  ,  
 Fawad Alam,Fawad Alam,, Pakistan,3,27,24
 Fazal Mahmood,Fazal Mahmood,, Pakistan,34,  ,  
 Fazl-E-Akbar,Fazl-E-Akbar,, Pakistan,5,2,  
 Jonathon P Fellows-Smith,Fellows-Smith, Jonathon P, South Africa,4,  ,  
 Percy G H Fender,Fender, Percy G H, England,13,  ,  
 Callum J Ferguson,Ferguson, Callum J, Australia,  ,30,3
 Wilfred Ferguson,Ferguson, Wilfred, West Indies,8,  ,  
 Marius P Fernandes,Fernandes, Marius P, West Indies,2,  ,  
 Nizel Fernandes,Fernandes, Nizel, United Arab Emirates,  ,1,  
 A Nuwan P R Fernando,Fernando, A Nuwan P R, Sri Lanka,1,  ,  
 Conganige R D Fernando,Fernando, Conganige R D, Sri Lanka,37,141,16
 Edward R Fernando,Fernando, Edward R, Sri Lanka,  ,3,  
 Ellukutige R N S Fernando,Fernando, Ellukutige R N S, Sri Lanka,5,7,  
 Kandage H R K Fernando,Fernando, Kandage H R K, Sri Lanka,2,7,  
 Kandana A D M Fernando,Fernando, Kandana A D M, Sri Lanka,2,1,  
 Thewarathantrige L Fernando,Fernando, Thewarathantrige L, Sri Lanka,  ,1,  
 Thudellage C B Fernando,Fernando, Thudellage C B, Sri Lanka,9,17,  
 Ungamandadige N K Fernando,Fernando, Ungamandadige N K, Sri Lanka,  ,2,  
 Neil Ferreira,Ferreira, Neil, Zimbabwe,1,  ,  
 John J Ferris,Ferris, John J, England,9,  ,  
 Charles G Fichardt,Fichardt, Charles G, South Africa,2,  ,  
 Arthur Fielder,Fielder, Arthur, England,6,  ,  
 Aaron J Finch,Finch, Aaron J, Australia,  ,  ,2
 Shawn E Findlay,Findlay, Shawn E, West Indies,  ,9,2
 Thaddeus M Findlay,Findlay, Thaddeus M, West Indies,10,  ,  
 John H Fingleton,Fingleton, John H, Australia,18,  ,  
 Charles E Finlason,Finlason, Charles E, South Africa,1,  ,  
 Steven T Finn,Finn, Steven T, England,12,11,2
