 Andrew R Caddick,Caddick, Andrew R, England,62,54,  
 Bernard L Cairns,Cairns, Bernard L, New Zealand,43,78,  
 Christopher L Cairns,Cairns, Christopher L, New Zealand,62,215,2
 David J Callaghan,Callaghan, David J, South Africa,  ,29,  
 Sydney T Callaway,Callaway, Sydney T, Australia,3,  ,  
 Ian W Callen,Callen, Ian W, Australia,1,5,  
 Robert G Callender,Callender, Robert G, Canada,  ,2,  
 Frederick S G Calthorpe,Calthorpe, Frederick S G, England,4,  ,  
 George S Camacho,Camacho, George S, West Indies,11,  ,  
 Francis J Cameron,Cameron, Francis J, New Zealand,19,  ,  
 Francis J Cameron,Cameron, Francis J, West Indies,5,  ,  
 Horace B Cameron,Cameron, Horace B, South Africa,26,  ,  
 John H Cameron,Cameron, John H, West Indies,2,  ,  
 Alistair D R Campbell,Campbell, Alistair D R, Zimbabwe,60,188,  
 Gegory D Campbell,Campbell, Gegory D, Australia,4,12,  
 Ryan J Campbell,Campbell, Ryan J, Australia,  ,2,  
 Sherwin L Campbell,Campbell, Sherwin L, West Indies,52,90,  
 Thomas Campbell,Campbell, Thomas, South Africa,5,  ,  
 Lionel O B Cann,Cann, Lionel O B, Bermuda,  ,26,  
 Tamahau K Canning,Canning, Tamahau K, New Zealand,  ,4,  
 Peter E Cantrell,Cantrell, Peter E, Netherlands,  ,5,  
 David J Capel,Capel, David J, England,15,23,  
 Michael A Carberry,Carberry, Michael A, England,1,  ,  
 George M Carew,Carew, George M, West Indies,4,  ,  
 Michael C Carew,Carew, Michael C, West Indies,19,  ,  
 William Carkeek,Carkeek, William, Australia,6,  ,  
 Stuart V Carlisle,Carlisle, Stuart V, Zimbabwe,37,111,  
 Philip H Carlson,Carlson, Philip H, Australia,2,4,  
 Peter R Carlstein,Carlstein, Peter R, South Africa,8,  ,  
 Arthur W Carr,Carr, Arthur W, England,11,  ,  
 Donald B Carr,Carr, Donald B, England,2,  ,  
 Douglas W Carr,Carr, Douglas W, England,1,  ,  
 Kenneth E D Carroll,Carroll, Kenneth E D, Ireland,  ,6,  
 Claude P Carter,Carter, Claude P, South Africa,10,  ,  
 Hanson Carter,Carter, Hanson, Australia,28,  ,  
 Thomas W Cartwright,Cartwright, Thomas W, England,5,  ,  
 Beau Casson,Casson, Beau, Australia,1,  ,  
 Robert H Catterall,Catterall, Robert H, South Africa,24,  ,  
 Henry B Cave,Cave, Henry B, New Zealand,19,  ,  
 James J Celestine,Celestine, James J, Bermuda,  ,8,3
 Regis W Chakabva,Chakabva, Regis W, Zimbabwe,1,10,2
 George Challenor,Challenor, George, West Indies,3,  ,  
 Stuart J Chalmers,Chalmers, Stuart J, Scotland,  ,2,  
 Umagiliya D U Chandana,Chandana, Umagiliya D U, Sri Lanka,16,147,  
 Shivnarine Chanderpaul,Chanderpaul, Shivnarine, West Indies,136,268,22
 L Dinesh Chandimal,Chandimal, L Dinesh, Sri Lanka,  ,13,7
 Bhagwat S Chandrasekhar,Chandrasekhar, Bhagwat S, India,58,1,  
 Vakkadai B Chandrasekhar,Chandrasekhar, Vakkadai B, India,  ,7,  
 Herbert S Chang,Chang, Herbert S, West Indies,1,  ,  
 Arthur P F Chapman,Chapman, Arthur P F, England,26,  ,  
 Horace W Chapman,Chapman, Horace W, South Africa,2,  ,  
 Christopher J D Chappell,Chappell, Christopher J D, Canada,  ,3,  
 Gregory S Chappell,Chappell, Gregory S, Australia,87,74,  
 Ian M Chappell,Chappell, Ian M, Australia,75,16,  
 Trevor M Chappell,Chappell, Trevor M, Australia,3,20,  
 Glen Chapple,Chapple, Glen, England,  ,1,  
 Murray E Chapple,Chapple, Murray E, New Zealand,14,  ,  
 Johnson Charles,Charles, Johnson, West Indies,  ,  ,2
 Percie C Charlton,Charlton, Percie C, Australia,2,  ,  
 Henry R J Charlwood,Charlwood, Henry R J, England,2,  ,  
 Tendai L Chatara,Chatara, Tendai L, Zimbabwe,  ,  ,1
 Ewen J Chatfield,Chatfield, Ewen J, New Zealand,43,114,  
 Sewnarine Chattergoon,Chattergoon, Sewnarine, West Indies,4,18,  
 Utpal Chatterjee,Chatterjee, Utpal, India,  ,3,  
 William Chatterton,Chatterton, William, England,1,  ,  
 Chetandra P S Chauhan,Chauhan, Chetandra P S, India,40,7,  
 Rajesh K Chauhan,Chauhan, Rajesh K, India,21,35,  
 Piyush P Chawla,Chawla, Piyush P, India,2,25,3
 John E Cheetham,Cheetham, John E, South Africa,24,  ,  
 Manoj Cheruparambil,Cheruparambil, Manoj, Hong Kong,  ,2,  
 Grahame A Chevalier,Chevalier, Grahame A, South Africa,1,  ,  
 C Justice Chibhabha,Chibhabha, C Justice, Zimbabwe,  ,60,15
 Elton Chigumbura,Chigumbura, Elton, Zimbabwe,7,139,18
 John H Childs,Childs, John H, England,2,  ,  
 Arthur G Chipperfield,Chipperfield, Arthur G, Australia,14,  ,  
 Akash Chopra,Chopra, Akash, India,10,  ,  
