 Jonathan P Taylor,Taylor, Jonathan P, England,2,1,  
 Kenneth Taylor,Taylor, Kenneth, England,3,  ,  
 Leslie B Taylor,Taylor, Leslie B, England,2,2,  
 Luteru R P L Taylor,Taylor, Luteru R P L, New Zealand,31,109,39
 Mark A Taylor,Taylor, Mark A, Australia,104,113,  
 Peter L Taylor,Taylor, Peter L, Australia,13,83,  
 Robert W Taylor,Taylor, Robert W, England,57,27,  
 Roger Telemachus,Telemachus, Roger, South Africa,  ,37,3
 Ryan N ten Doeschate,ten Doeschate, Ryan N, Netherlands,  ,33,9
 Sachin R Tendulkar,Tendulkar, Sachin R, India,182,453,1
 Anura P B Tennekoon,Tennekoon, Anura P B, Sri Lanka,  ,4,  
 Lionel H Tennyson,Tennyson, Lionel H, England,9,  ,  
 David J Terbrugge,Terbrugge, David J, South Africa,7,4,  
 Vivian P Terry,Terry, Vivian P, England,2,  ,  
 Vinoo A B Tewarie,Tewarie, Vinoo A B, Netherlands,  ,1,  
 W Upul Tharanga,Tharanga, W Upul, Sri Lanka,15,126,8
 Juan Theron,Theron, Juan, South Africa,  ,4,7
 Nicolaas H Theunissen,Theunissen, Nicolaas H, South Africa,1,  ,  
 H D R Lahiru Thirimanne,Thirimanne, H D R Lahiru, Sri Lanka,4,3,  
 Alfonso C Thomas,Thomas, Alfonso C, South Africa,  ,  ,1
 Devon C Thomas,Thomas, Devon C, West Indies,  ,9,1
 Grahame Thomas,Thomas, Grahame, Australia,8,  ,  
 John G Thomas,Thomas, John G, England,5,3,  
 Ewen P Thompson,Thompson, Ewen P, New Zealand,  ,1,1
 George J Thompson,Thompson, George J, England,6,  ,  
 Greg J Thompson,Thompson, Greg J, Ireland,  ,3,  
 Nathaniel Thompson,Thompson, Nathaniel, Australia,2,  ,  
 Patterson I C Thompson,Thompson, Patterson I C, West Indies,2,2,  
 George R Thoms,Thoms, George R, Australia,1,  ,  
 Alan L Thomson,Thomson, Alan L, Australia,4,1,  
 Jeffrey R Thomson,Thomson, Jeffrey R, Australia,51,50,  
 Keith Thomson,Thomson, Keith, New Zealand,2,  ,  
 Norman I Thomson,Thomson, Norman I, England,5,  ,  
 Shane A Thomson,Thomson, Shane A, New Zealand,19,56,  
 Patrick G Thornton,Thornton, Patrick G, South Africa,1,  ,  
 Graham P Thorpe,Thorpe, Graham P, England,100,82,  
 Sanjayan Thuraisingam,Thuraisingam, Sanjayan, Canada,  ,10,3
 Hugh M Thurlow,Thurlow, Hugh M, Australia,1,  ,  
 Thilan Thushara,Thushara, Thilan, Sri Lanka,10,38,6
 Lazaro O Tikolo,Tikolo, Lazaro O, Kenya,  ,3,  
 Stephen O Tikolo,Tikolo, Stephen O, Kenya,  ,134,11
 Hashan P Tillakaratne,Tillakaratne, Hashan P, Sri Lanka,83,200,  
 Eric W T Tindill,Tindill, Eric W T, New Zealand,5,  ,  
 Michael H Tissera,Tissera, Michael H, Sri Lanka,  ,3,  
 Frederick J Titmus,Titmus, Frederick J, England,53,2,  
 Manoj K Tiwary,Tiwary, Manoj K, India,  ,8,1
 Saurabh S Tiwary,Tiwary, Saurabh S, India,  ,1,  
 Roger W Tolchard,Tolchard, Roger W, England,4,1,  
 Denis S Tomlinson,Tomlinson, Denis S, South Africa,1,  ,  
 Gavin C Tonge,Tonge, Gavin C, West Indies,1,5,1
 Peter M Toohey,Toohey, Peter M, Australia,15,5,  
 Ernest R H Toshack,Toshack, Ernest R H, Australia,12,  ,  
 Charles L Townsend,Townsend, Charles L, England,2,  ,  
 David C H Townsend,Townsend, David C H, England,3,  ,  
 Leslie F Townsend,Townsend, Leslie F, England,4,  ,  
 Athanasios J Traicos,Traicos, Athanasios J, Zimbabwe,7,27,  
 John P F Travers,Travers, John P F, Australia,1,  ,  
 James C Tredwell,Tredwell, James C, England,1,5,  
 Christopher T Tremlett,Tremlett, Christopher T, England,10,15,1
 Maurice F Tremlett,Tremlett, Maurice F, England,3,  ,  
 Marcus E Trescothick,Trescothick, Marcus E, England,76,123,3
 George E Tribe,Tribe, George E, Australia,3,  ,  
 John Trim,Trim, John, West Indies,4,  ,  
 Glenn S Trimble,Trimble, Glenn S, Australia,  ,2,  
 Patrick H J Trimborn,Trimborn, Patrick H J, South Africa,4,  ,  
 Albert E Trott,Trott, Albert E, England,5,  ,  
 George H S Trott,Trott, George H S, Australia,24,  ,  
 Ian J L Trott,Trott, Ian J L, England,23,40,7
 Rodney J Trott,Trott, Rodney J, Bermuda,  ,11,3
 Jamie O Troughton,Troughton, Jamie O, England,  ,6,  
 Gary B Troup,Troup, Gary B, New Zealand,15,22,  
 Frederick S Trueman,Trueman, Frederick S, England,67,  ,  
 Hugh Trumble,Trumble, Hugh, Australia,32,  ,  
 John W Trumble,Trumble, John W, Australia,7,  ,  
 Victor T Trumper,Trumper, Victor T, Australia,48,  ,  
 Peter B Truscott,Truscott, Peter B, New Zealand,1,  ,  
 Thandi Tshabalala,Tshabalala, Thandi, South Africa,  ,4,  
 Thami L Tsolekile,Tsolekile, Thami L, South Africa,3,  ,  
 Lonwabo L Tsotsobe,Tsotsobe, Lonwabo L, South Africa,5,23,7
 Janeiro J Tucker,Tucker, Janeiro J, Bermuda,  ,26,  
 Tamauri E Tucker,Tucker, Tamauri E, Bermuda,  ,5,1
 Carl M Tuckett,Tuckett, Carl M, West Indies,  ,1,  
 Lindsay Tuckett,Tuckett, Lindsay, South Africa,9,  ,  
 Lindsay R Tuckett,Tuckett, Lindsay R, South Africa,1,  ,  
 Alex Jeremy Tudor,Tudor, Alex Jeremy, England,10,3,  
 Daryl R Tuffey,Tuffey, Daryl R, New Zealand,26,94,3
 Neville C Tufnell,Tufnell, Neville C, England,1,  ,  
 Philip C R Tufnell,Tufnell, Philip C R, England,42,20,  
 Maurice J Turnbull,Turnbull, Maurice J, England,9,  ,  
 Alan Turner,Turner, Alan, Australia,14,6,  
 Charles T B Turner,Turner, Charles T B, Australia,17,  ,  
 Glenn M Turner,Turner, Glenn M, New Zealand,41,41,  
 Tushar Imran,Tushar Imran,, Bangladesh,5,41,  
 Percy S Twentyman-Jones,Twentyman-Jones, Percy S, South Africa,1,  ,  
 Roger G Twose,Twose, Roger G, New Zealand,16,87,  
 Sudeep Tyagi,Tyagi, Sudeep, India,  ,4,1
 George E Tyldesley,Tyldesley, George E, England,14,  ,  
 John T Tyldesley,Tyldesley, John T, England,31,  ,  
 Richard K Tyldesley,Tyldesley, Richard K, England,7,  ,  
 Edmund F S Tylecote,Tylecote, Edmund F S, England,6,  ,  
 Edwin J Tyler,Tyler, Edwin J, England,1,  ,  
 Frank H Tyson,Tyson, Frank H, England,17,  ,  
