 Mandy Yachad,Yachad, Mandy, South Africa,  ,1,  
 Jai P Yadav,Yadav, Jai P, India,  ,12,  
 Nandlal S Yadav,Yadav, Nandlal S, India,35,7,  
 Umesh Yadav,Yadav, Umesh, India,1,6,  
 Vijay Yadav,Yadav, Vijay, India,1,19,  
 Jaswantsingh Yajurvindra Singh,Yajurvindra Singh, Jaswantsingh, India,4,  ,  
 Graham N Yallop,Yallop, Graham N, Australia,39,30,  
 Bruce Yardley,Yardley, Bruce, Australia,33,7,  
 Norman W D Yardley,Yardley, Norman W D, England,20,  ,  
 Michael H Yardy,Yardy, Michael H, England,  ,28,14
 Yashpal Sharma,Yashpal Sharma,, India,37,42,  
 Yasir Ali,Yasir Ali,, Pakistan,1,  ,  
 Yasir Arafat,Yasir Arafat,, Pakistan,3,11,7
 Yasir Hameed,Yasir Hameed,, Pakistan,25,56,  
 Yasir Shah,Yasir Shah,, Pakistan,  ,1,2
 Yograj Singh,Yograj Singh,, India,1,6,  
 Tinu Yohannan,Yohannan, Tinu, India,3,3,  
 Bradley E Young,Young, Bradley E, Australia,  ,6,  
 Bryan A Young,Young, Bryan A, New Zealand,35,74,  
 Harding I Young,Young, Harding I, England,2,  ,  
 John A Young,Young, John A, England,8,  ,  
 Reece A Young,Young, Reece A, New Zealand,3,  ,  
 Richard A Young,Young, Richard A, England,2,  ,  
 Shaun Young,Young, Shaun, Australia,1,  ,  
 Mohammad Younis Ahmed,Younis Ahmed, Mohammad, Pakistan,4,2,  
 Younis Khan,Younis Khan,, Pakistan,71,227,25
 Bryan W Yuile,Yuile, Bryan W, New Zealand,17,  ,  
 Yunus Badat,Yunus Badat,, East Africa,  ,2,  
 Yuvraj Singh,Yuvraj Singh,, India,36,274,22
