 Charles J Eady,Eady, Charles J, Australia,2,  ,  
 Philip S Eaglestone,Eaglestone, Philip S, Ireland,  ,1,1
 Mark A Ealham,Ealham, Mark A, England,8,64,  
 Kenneth H Eastwood,Eastwood, Kenneth H, Australia,1,  ,  
 Hans I Ebelling,Ebelling, Hans I, Australia,1,  ,  
 Dion D Ebrahim,Ebrahim, Dion D, Zimbabwe,29,82,  
 Bruce A Edgar,Edgar, Bruce A, New Zealand,39,64,  
 Phillippe H Edmonds,Edmonds, Phillippe H, England,51,29,  
 Jekon Edness,Edness, Jekon, Bermuda,  ,11,3
 John H Edrich,Edrich, John H, England,77,7,  
 William J Edrich,Edrich, William J, England,39,  ,  
 Fidel H Edwards,Edwards, Fidel H, West Indies,49,50,13
 Graham N Edwards,Edwards, Graham N, New Zealand,8,6,  
 John D Edwards,Edwards, John D, Australia,3,  ,  
 Kirk A Edwards,Edwards, Kirk A, West Indies,4,9,  
 Richard M Edwards,Edwards, Richard M, West Indies,5,  ,  
 Ross Edwards,Edwards, Ross, Australia,20,9,  
 Walter J Edwards,Edwards, Walter J, Australia,3,1,  
 Ehsanul Haque,Ehsanul Haque,, Bangladesh,1,6,  
 Ehteshamuddin,Ehteshamuddin,, Pakistan,5,  ,  
 Clive E Eksteen,Eksteen, Clive E, South Africa,7,6,  
 Michael K Elgie,Elgie, Michael K, South Africa,3,  ,  
 Elias Sunny,Elias Sunny,, Bangladesh,1,  ,  
 Grant D Elliott,Elliott, Grant D, New Zealand,5,37,1
 Harry Elliott,Elliott, Harry, England,4,  ,  
 Matthew T G Elliott,Elliott, Matthew T G, Australia,21,1,  
 Richard M Ellison,Ellison, Richard M, England,11,14,  
 Steven Elworthy,Elworthy, Steven, South Africa,4,39,  
 John E Emburey,Emburey, John E, England,64,61,  
 Philip A Emery,Emery, Philip A, Australia,1,1,  
 Raymond W G Emery,Emery, Raymond W G, New Zealand,2,  ,  
 Sidney H Emery,Emery, Sidney H, Australia,4,  ,  
 George M Emmett,Emmett, George M, England,1,  ,  
 Thomas Emmett,Emmett, Thomas, England,7,  ,  
 Rayad R Emrit,Emrit, Rayad R, West Indies,  ,2,  
 Enamul Haque,Enamul Haque,, Bangladesh,10,29,  
 Enamul Haque Jr,Enamul Haque Jr,, Bangladesh,14,10,  
 William R Endean,Endean, William R, South Africa,28,  ,  
 Farokh M Engineer,Engineer, Farokh M, India,46,5,  
 R M Shaminda Eranga,Eranga, R M Shaminda, Sri Lanka,1,3,  
 Craig R Ervine,Ervine, Craig R, Zimbabwe,2,23,3
 Sean M Ervine,Ervine, Sean M, Zimbabwe,5,42,  
 Jacob-Jan Esmeijer,Esmeijer, Jacob-Jan, Netherlands,  ,6,  
 Ebrahim A Essop-Adam,Essop-Adam, Ebrahim A, Zimbabwe,  ,1,  
 Alasdair C Evans,Evans, Alasdair C, Scotland,  ,2,  
 Alfred J Evans,Evans, Alfred J, England,1,  ,  
 Craig Neil Evans,Evans, Craig Neil, Zimbabwe,3,53,  
 Edwin Evans,Evans, Edwin, Australia,6,  ,  
 Thomas G Evans,Evans, Thomas G, England,91,  ,  
 Gavin M Ewing,Ewing, Gavin M, Zimbabwe,3,7,  
