 Abraham Waddington,Waddington, Abraham, England,2,  ,  
 Herbert F Wade,Wade, Herbert F, South Africa,10,  ,  
 Matthew S Wade,Wade, Matthew S, Australia,  ,  ,2
 Walter W Wade,Wade, Walter W, South Africa,11,  ,  
 Ajit L Wadekar,Wadekar, Ajit L, India,37,2,  
 Kenneth J Wadsworth,Wadsworth, Kenneth J, New Zealand,33,13,  
 Wahab Riaz,Wahab Riaz,, Pakistan,7,22,6
 Wahid-ul-Gani,Wahid-ul-Gani,, Bangladesh,  ,1,  
 Edward Wainwright,Wainwright, Edward, England,5,  ,  
 John H B Waite,Waite, John H B, South Africa,50,  ,  
 Mervyn G Waite,Waite, Mervyn G, Australia,2,  ,  
 Wajahatullah Wasti,Wajahatullah Wasti,, Pakistan,6,15,  
 Clyde L Walcott,Walcott, Clyde L, West Indies,44,  ,  
 Leslie A Walcott,Walcott, Leslie A, West Indies,1,  ,  
 Brooke G K Walker,Walker, Brooke G K, New Zealand,5,11,  
 Matthew D J Walker,Walker, Matthew D J, New Zealand,  ,3,  
 Maxwell H N Walker,Walker, Maxwell H N, Australia,34,17,  
 Peter M Walker,Walker, Peter M, England,3,  ,  
 Thomas W Wall,Wall, Thomas W, Australia,18,  ,  
 Philo A Wallace,Wallace, Philo A, West Indies,7,33,  
 Walter M Wallace,Wallace, Walter M, New Zealand,13,  ,  
 Andrew C Waller,Waller, Andrew C, Zimbabwe,2,39,  
 Malcolm N Waller,Waller, Malcolm N, Zimbabwe,1,21,2
 Kerry P Walmsley,Walmsley, Kerry P, New Zealand,3,2,  
 Courtney A Walsh,Walsh, Courtney A, West Indies,132,205,  
 Kenneth A Walter,Walter, Kenneth A, South Africa,2,  ,  
 Cyril F Walters,Walters, Cyril F, England,11,  ,  
 Francis H Walters,Walters, Francis H, Australia,1,  ,  
 Kevin D Walters,Walters, Kevin D, Australia,74,28,  
 Riaan Walters,Walters, Riaan, Namibia,  ,2,  
