 Charles G Macartney,Macartney, Charles G, Australia,35,  ,  
 George G Macaulay,Macaulay, George G, England,8,  ,  
 Michael J Macaulay,Macaulay, Michael J, South Africa,1,  ,  
 John C W MacBryan,MacBryan, John C W, England,1,  ,  
 Anthony R MacGibbon,MacGibbon, Anthony R, New Zealand,26,  ,  
 Stuart C G MacGill,MacGill, Stuart C G, Australia,44,3,  
 Gregor MacGregor,MacGregor, Gregor, England,8,  ,  
 Angus J Mackay,Mackay, Angus J, Zimbabwe,  ,3,  
 Kenneth D Mackay,Mackay, Kenneth D, Australia,37,  ,  
 Francis A MacKinnon,MacKinnon, Francis A, England,1,  ,  
 Archibald C MacLaren,MacLaren, Archibald C, England,35,  ,  
 John A Maclean,Maclean, John A, Australia,4,2,  
 Kenneth H MacLeay,MacLeay, Kenneth H, Australia,  ,16,  
 Calum S Macleod,Macleod, Calum S, Scotland,  ,8,2
 Neil J MacRae,MacRae, Neil J, Scotland,  ,2,  
 Sharma Madan Lal,Madan Lal, Sharma, India,39,67,  
 Leonard V Maddocks,Maddocks, Leonard V, Australia,7,  ,  
 Darren L Maddy,Maddy, Darren L, England,3,8,4
 Trevor N Madondo,Madondo, Trevor N, Zimbabwe,3,13,  
 Ivan S Madray,Madray, Ivan S, West Indies,2,  ,  
 Ranjan S Madugalle,Madugalle, Ranjan S, Sri Lanka,21,63,  
 Arachchige W R Madurasinghe,Madurasinghe, Arachchige W R, Sri Lanka,3,12,  
 Mafizur Rahman,Mafizur Rahman,, Bangladesh,  ,4,  
 John N Maguire,Maguire, John N, Australia,3,23,  
 Roshan S Mahanama,Mahanama, Roshan S, Sri Lanka,52,213,  
 Mohamed F Maharoof,Maharoof, Mohamed F, Sri Lanka,22,93,7
 Mahbubul Alam,Mahbubul Alam,, Bangladesh,4,5,  
 Mahbubur Rahman,Mahbubur Rahman,, Bangladesh,  ,1,  
 James P Maher,Maher, James P, Australia,  ,26,  
 Sajid I Mahmood,Mahmood, Sajid I, England,8,26,4
 Mahmood Hamid,Mahmood Hamid,, Pakistan,  ,1,  
 Mahmood Hussain,Mahmood Hussain,, Pakistan,27,  ,  
 Ngonidzashe B Mahwire,Mahwire, Ngonidzashe B, Zimbabwe,10,23,  
 Gregor I Maiden,Maiden, Gregor I, Scotland,  ,7,3
 Arthur A Mailey,Mailey, Arthur A, Australia,21,  ,  
 Majid Khan,Majid Khan,, Pakistan,63,23,  
 Ebrahim S Maka,Maka, Ebrahim S, India,2,  ,  
 Joseph W H Makepeace,Makepeace, Joseph W H, England,4,  ,  
 Devon E Malcolm,Malcolm, Devon E, England,40,10,  
 Ashok Malhotra,Malhotra, Ashok, India,7,20,  
 Separamadu L Malinga,Malinga, Separamadu L, Sri Lanka,30,94,30
