 W P U J Chaminda Vaas,Vaas, W P U J Chaminda, Sri Lanka,111,321,6
 Aldesh V Vadher,Vadher, Aldesh V, Kenya,  ,18,  
 Prashant S Vaidya,Vaidya, Prashant S, India,  ,4,  
 Alfred L Valentine,Valentine, Alfred L, West Indies,36,  ,  
 Brian H Valentine,Valentine, Brian H, England,7,  ,  
 John N Valentine,Valentine, John N, Canada,  ,3,  
 Vincent A Valentine,Valentine, Vincent A, West Indies,2,  ,  
 Daan L S van Bunge,van Bunge, Daan L S, Netherlands,  ,32,9
 Pieter G V van der Bijl,van der Bijl, Pieter G V, South Africa,5,  ,  
 Albert van der Merwe,van der Merwe, Albert, Ireland,  ,9,  
 Edward A Van Der Merwe,Van Der Merwe, Edward A, South Africa,2,  ,  
 Peter L van der Merwe,van der Merwe, Peter L, South Africa,15,  ,  
 Roelof E van der Merwe,van der Merwe, Roelof E, South Africa,  ,13,13
 Johannes J van der Wath,van der Wath, Johannes J, South Africa,  ,10,8
 Martin van Jaarsveld,van Jaarsveld, Martin, South Africa,9,11,  
 Vaughn B van Jaarsveld,van Jaarsveld, Vaughn B, South Africa,  ,2,3
 Maurits W A van Nierop,van Nierop, Maurits W A, Netherlands,  ,2,  
 Klass-Jan J van Noortwijk,van Noortwijk, Klass-Jan J, Netherlands,  ,9,  
 Robert F Van Oosterom,Van Oosterom, Robert F, Netherlands,  ,3,  
 Burton O van Rooi,van Rooi, Burton O, Namibia,  ,3,  
 Clive B Van Ryneveld,Van Ryneveld, Clive B, South Africa,19,  ,  
 Melt van Schoor,van Schoor, Melt, Namibia,  ,5,  
 Lucas P van Troost,van Troost, Lucas P, Netherlands,  ,23,  
 Rudolph J van Vuuren,van Vuuren, Rudolph J, Namibia,  ,5,  
 Morne N van Wyk,van Wyk, Morne N, South Africa,  ,13,3
 Cornelius J P G Van Zyl,Van Zyl, Cornelius J P G, South Africa,  ,2,  
 Robert H Vance,Vance, Robert H, New Zealand,4,8,  
 Michael G Vandort,Vandort, Michael G, Sri Lanka,20,1,  
 Hiren A Varaiya,Varaiya, Hiren A, Kenya,  ,53,10
 George D Varnals,Varnals, George D, South Africa,3,  ,  
 John C B Vaughan,Vaughan, John C B, Canada,  ,3,  
 Justin T C Vaughan,Vaughan, Justin T C, New Zealand,6,18,  
 Michael P Vaughan,Vaughan, Michael P, England,82,86,2
 Thomas R Veivers,Veivers, Thomas R, Australia,21,  ,  
 Michael R J Veletta,Veletta, Michael R J, Australia,8,20,  
 Dillip B Vengsarkar,Vengsarkar, Dillip B, India,116,129,  
 Sagi L Venkatapathy Raju,Venkatapathy Raju, Sagi L, India,28,53,  
 Srinivasaghavan Venkataraghavan,Venkataraghavan, Srinivasaghavan, India,57,15,  
 Margasaghayam Venkataramana,Venkataramana, Margasaghayam, India,1,1,  
 Bapu K Venkatesh Prasad,Venkatesh Prasad, Bapu K, India,33,161,  
 Yalaka Venugopal Rao,Venugopal Rao, Yalaka, India,  ,16,  
 Hedley Verity,Verity, Hedley, England,40,  ,  
 Mark A Vermeulen,Vermeulen, Mark A, Zimbabwe,8,43,  
 George F Vernon,Vernon, George F, England,1,  ,  
 Daniel L Vettori,Vettori, Daniel L, New Zealand,106,271,28
 Murali Vijay,Vijay, Murali, India,12,11,7
 Dirk P Viljoen,Viljoen, Dirk P, Zimbabwe,2,53,  
 Kenneth G Viljoen,Viljoen, Kenneth G, South Africa,27,  ,  
 Ranganath Vinay Kumar,Vinay Kumar, Ranganath, India,  ,11,5
 Cyril L Vincent,Vincent, Cyril L, South Africa,25,  ,  
 Lou Vincent,Vincent, Lou, New Zealand,23,102,9
 Joseph Vine,Vine, Joseph, England,2,  ,  
 Charles H Vintcent,Vintcent, Charles H, South Africa,3,  ,  
 Gundappa R Viswanath,Viswanath, Gundappa R, India,91,25,  
 Sandanand Viswanath,Viswanath, Sandanand, India,3,22,  
 Brian V Vitori,Vitori, Brian V, Zimbabwe,2,5,  
 Graham E Vivian,Vivian, Graham E, New Zealand,5,1,  
 Henry G Vivian,Vivian, Henry G, New Zealand,7,  ,  
 Maharaj of Vizianagram,Vizianagram, Maharaj of, India,3,  ,  
 William Voce,Voce, William, England,27,  ,  
 Adam C Voges,Voges, Adam C, Australia,  ,15,4
 Albert E E Vogler,Vogler, Albert E E, South Africa,15,  ,  
 Dudley M Vonhagt,Vonhagt, Dudley M, Sri Lanka,  ,1,  
